id_transaccion,fecha_hora,hora,dia_semana,producto,monto,monto_promedio_usuario,saldo_anterior,saldo_posterior,destinatario_nuevo,hora_inusual,velocidad_operacion,llamada_reciente,cambio_dispositivo,edad,usuario_nuevo,dias_desde_registro,cantidad_operaciones_dia,operaciones_ultima_hora,alertas_ignoradas,distancia_operaciones,ubicacion_inusual,puntaje_riesgo,nivel_riesgo,fraude
17545,2026-05-02 20:00:00,20,5,Pago de servicios,101.99,800.64,8088.85,7986.86,0,1,166,0,0,19,0,1332,3,1,1,1.04,0,2,Bajo,0
17546,2026-05-02 20:10:00,20,5,Compra,405.89,754.26,9993.65,9587.76,0,0,90,1,1,61,0,2000,9,3,0,0.05,0,3,Medio,0
17547,2026-05-02 20:20:00,20,5,Compra,510.4,424.7,4603.62,4093.22,0,1,136,0,0,34,0,712,4,5,1,6.31,0,3,Medio,0
17548,2026-05-02 20:30:00,20,5,Pago de servicios,80.13,51.63,8445.82,8365.69,1,0,54,0,0,37,0,479,2,2,0,2.53,0,1,Bajo,0
17549,2026-05-02 20:40:00,20,5,Transferencia,143.44,141.05,9764.01,9620.57,0,1,146,1,0,46,0,1379,3,0,2,4.78,0,3,Medio,0
17550,2026-05-02 20:50:00,20,5,Pago de servicios,99.0,573.36,8826.49,8727.49,1,0,160,0,0,53,0,1127,3,0,0,1.99,0,2,Bajo,0
17551,2026-05-02 21:00:00,21,5,Pago de servicios,144.31,931.92,4030.08,3885.77,0,0,28,0,0,66,0,2364,6,1,1,0.81,0,0,Bajo,0
17552,2026-05-02 21:10:00,21,5,Yape,1213.28,471.92,7365.35,6152.07,0,1,170,0,0,70,0,2737,4,1,1,2.85,0,2,Bajo,0
17553,2026-05-02 21:20:00,21,5,Yape,316.36,773.84,9959.32,9642.96,0,0,88,0,0,76,0,403,2,1,0,3.66,0,0,Bajo,0
17554,2026-05-02 21:30:00,21,5,Compra,1716.48,199.41,1716.48,0.0,1,0,108,0,1,79,0,87,5,1,0,2.44,0,7,Critico,1
17555,2026-05-02 21:40:00,21,5,Transferencia,1077.91,809.41,4404.35,3326.44,0,1,43,0,0,41,0,1737,4,0,1,1.71,0,1,Bajo,0
17556,2026-05-02 21:50:00,21,5,Yape,758.16,300.24,3459.27,2701.11,0,0,133,1,0,61,0,754,7,1,1,18.87,0,2,Bajo,0
17557,2026-05-02 22:00:00,22,5,Yape,1047.73,167.93,6240.33,5192.6,0,0,132,0,0,42,1,662,3,1,0,6.18,0,3,Medio,0
17558,2026-05-02 22:10:00,22,5,Yape,780.5,496.97,9688.13,8907.63,0,0,146,0,0,47,0,2690,2,1,0,3.3,0,0,Bajo,0
17559,2026-05-02 22:20:00,22,5,Compra,1345.5,529.61,1990.28,644.78,0,1,11,0,0,71,0,1151,1,0,0,3.59,0,2,Bajo,0
17560,2026-05-02 22:30:00,22,5,Transferencia,421.85,611.45,8234.03,7812.18,0,0,36,0,0,76,0,173,3,0,0,4.91,0,0,Bajo,0
17561,2026-05-02 22:40:00,22,5,Recarga,486.06,497.7,5122.03,4635.97,0,1,128,0,0,43,0,159,7,3,0,1.3,0,1,Bajo,0
17562,2026-05-02 22:50:00,22,5,Recarga,472.45,450.85,3830.06,3357.61,1,0,94,0,0,62,0,1603,9,0,2,5.14,0,2,Bajo,0
17563,2026-05-02 23:00:00,23,5,Recarga,157.67,655.76,8187.2,8029.53,1,0,117,0,0,52,0,583,3,1,0,1.06,0,1,Bajo,0
17564,2026-05-02 23:10:00,23,5,Yape,570.31,739.76,8459.46,7889.15,0,1,11,0,0,41,0,624,4,1,0,0.12,0,2,Bajo,0
17565,2026-05-02 23:20:00,23,5,Compra,860.75,439.21,7161.34,6300.59,0,1,139,1,0,61,0,2995,3,0,0,8.2,0,2,Bajo,0
17566,2026-05-02 23:30:00,23,5,Recarga,134.23,831.93,672.96,538.73,0,0,179,0,0,43,0,2249,2,2,0,2.5,0,1,Bajo,0
17567,2026-05-02 23:40:00,23,5,Compra,103.83,396.27,8704.52,8600.69,1,0,91,0,0,37,0,1425,3,2,0,1.36,0,1,Bajo,0
17568,2026-05-02 23:50:00,23,5,Transferencia,141.03,901.49,8352.42,8211.39,0,0,63,0,1,60,0,1293,4,0,0,4.94,1,4,Medio,0
17569,2026-05-03 00:00:00,0,6,Compra,950.26,231.49,2780.97,1830.71,0,0,22,0,0,77,1,1263,2,1,0,5.74,0,3,Medio,0
17570,2026-05-03 00:10:00,0,6,Compra,193.04,604.86,6027.06,5834.02,1,1,104,0,0,21,0,922,4,1,0,3.73,0,2,Bajo,0
17571,2026-05-03 00:20:00,0,6,Transferencia,81.11,923.2,9080.36,8999.25,0,0,105,1,0,79,0,1980,2,3,0,3.64,0,1,Bajo,0
17572,2026-05-03 00:30:00,0,6,Transferencia,86.61,257.26,2850.08,2763.47,0,1,11,0,0,32,0,891,3,0,1,7.19,0,2,Bajo,0
17573,2026-05-03 00:40:00,0,6,Recarga,99.1,986.24,4175.99,4076.89,0,1,115,0,0,63,0,1308,4,2,0,0.48,0,1,Bajo,0
17574,2026-05-03 00:50:00,0,6,Yape,119.96,816.17,809.4,689.44,0,0,66,0,0,72,0,2001,5,1,0,0.29,0,0,Bajo,0
17575,2026-05-03 01:00:00,1,6,Pago de servicios,60.4,434.71,3804.72,3744.32,1,0,57,1,0,80,0,1678,3,1,0,8.36,0,2,Bajo,0
17576,2026-05-03 01:10:00,1,6,Compra,448.37,515.53,4043.59,3595.22,0,1,154,0,0,52,0,2418,2,2,0,0.55,0,2,Bajo,0
17577,2026-05-03 01:20:00,1,6,Yape,202.48,135.99,8401.07,8198.59,1,0,68,0,0,49,0,616,5,1,0,0.44,0,1,Bajo,0
17578,2026-05-03 01:30:00,1,6,Yape,417.57,475.55,417.57,0.0,1,0,131,0,0,31,0,2909,4,0,0,5.79,0,1,Bajo,0
17579,2026-05-03 01:40:00,1,6,Yape,24.6,990.76,5135.42,5110.82,0,0,76,0,0,63,0,1212,8,0,0,5.48,1,2,Bajo,0
17580,2026-05-03 01:50:00,1,6,Compra,715.1,993.41,2994.3,2279.2,0,0,130,0,0,32,1,638,8,2,1,1.96,0,1,Bajo,0
17581,2026-05-03 02:00:00,2,6,Pago de servicios,225.4,206.15,6182.05,5956.65,0,0,135,1,0,66,0,1541,3,0,0,0.73,1,3,Medio,0
17582,2026-05-03 02:10:00,2,6,Yape,403.43,64.07,675.97,272.54,0,0,156,1,0,37,0,1496,9,1,0,1.11,0,4,Medio,0
17583,2026-05-03 02:20:00,2,6,Yape,1120.27,185.11,4339.5,3219.23,0,0,56,0,0,54,0,251,5,0,0,2.72,0,2,Bajo,0
17584,2026-05-03 02:30:00,2,6,Compra,353.49,584.82,7982.23,7628.74,0,0,158,1,1,80,0,78,4,1,0,11.09,0,5,Alto,1
17585,2026-05-03 02:40:00,2,6,Yape,2021.52,915.49,2075.58,54.06,0,1,45,0,0,20,0,1700,3,0,0,0.28,0,3,Medio,0
17586,2026-05-03 02:50:00,2,6,Yape,37.35,71.29,5903.17,5865.82,1,0,34,0,0,24,0,1940,3,2,2,5.12,0,2,Bajo,0
17587,2026-05-03 03:00:00,3,6,Compra,178.12,377.1,4209.39,4031.27,1,0,104,0,0,76,0,1784,7,4,0,2.66,0,1,Bajo,0
17588,2026-05-03 03:10:00,3,6,Recarga,40.31,994.71,4628.97,4588.66,0,1,23,0,0,69,1,1417,4,2,0,0.92,1,4,Medio,0
17589,2026-05-03 03:20:00,3,6,Yape,335.09,566.23,3782.96,3447.87,0,1,179,0,0,30,0,369,4,1,0,3.59,0,2,Bajo,0
17590,2026-05-03 03:30:00,3,6,Recarga,264.15,523.78,2897.94,2633.79,1,0,59,0,0,78,0,1802,5,2,0,5.45,0,1,Bajo,0
17591,2026-05-03 03:40:00,3,6,Yape,82.09,115.31,1344.5,1262.41,1,0,145,0,1,41,0,560,4,2,0,3.69,0,3,Medio,0
17592,2026-05-03 03:50:00,3,6,Compra,2150.61,397.43,2786.28,635.67,0,0,142,0,1,60,0,1269,4,1,0,4.44,0,6,Alto,1
17593,2026-05-03 04:00:00,4,6,Yape,170.81,477.26,9901.84,9731.03,0,1,127,0,0,34,0,2291,5,0,1,3.47,0,1,Bajo,0
17594,2026-05-03 04:10:00,4,6,Yape,26.95,526.76,9481.11,9454.16,0,0,120,0,0,55,0,2568,3,3,1,11.45,1,3,Medio,0
17595,2026-05-03 04:20:00,4,6,Compra,483.08,902.79,483.08,0.0,0,0,97,0,0,43,0,597,3,0,1,3.16,0,0,Bajo,0
17596,2026-05-03 04:30:00,4,6,Compra,490.62,911.94,1282.61,791.99,0,1,174,0,0,52,0,580,2,1,0,1.91,1,4,Medio,0
17597,2026-05-03 04:40:00,4,6,Yape,151.49,450.65,8449.76,8298.27,0,1,176,0,0,68,0,1432,4,0,0,3.79,0,2,Bajo,0
17598,2026-05-03 04:50:00,4,6,Yape,538.27,74.84,1776.39,1238.12,0,0,76,0,0,39,0,2491,4,0,0,5.67,0,2,Bajo,0
17599,2026-05-03 05:00:00,5,6,Compra,94.61,874.28,3966.22,3871.61,0,1,150,1,0,40,1,2085,0,0,0,3.25,0,3,Medio,0
17600,2026-05-03 05:10:00,5,6,Compra,161.23,589.53,918.0,756.77,0,0,33,0,0,37,0,1598,6,1,1,5.1,1,2,Bajo,0
17601,2026-05-03 05:20:00,5,6,Yape,362.75,214.11,721.34,358.59,0,0,74,0,0,61,0,531,3,1,0,0.94,0,0,Bajo,0
17602,2026-05-03 05:30:00,5,6,Compra,616.67,631.92,6148.19,5531.52,0,0,89,0,0,74,0,2268,4,2,0,1.02,0,0,Bajo,0
17603,2026-05-03 05:40:00,5,6,Yape,195.54,596.67,8187.49,7991.95,0,0,100,0,0,62,0,506,5,1,0,3.18,0,0,Bajo,0
17604,2026-05-03 05:50:00,5,6,Pago de servicios,151.05,390.7,1686.59,1535.54,0,0,172,0,1,24,0,1533,5,0,1,6.54,0,3,Medio,0
17605,2026-05-03 06:00:00,6,6,Yape,234.81,107.2,5775.48,5540.67,1,0,98,0,0,51,0,1933,3,1,0,13.03,0,2,Bajo,0
17606,2026-05-03 06:10:00,6,6,Yape,31.61,73.99,7137.19,7105.58,0,0,64,1,0,26,0,2375,6,1,1,1.22,0,1,Bajo,0
17607,2026-05-03 06:20:00,6,6,Yape,185.02,705.9,9702.92,9517.9,1,0,158,1,0,69,0,1377,0,1,1,0.08,0,3,Medio,0
17608,2026-05-03 06:30:00,6,6,Pago de servicios,33.77,142.17,9982.79,9949.02,1,1,27,0,0,19,0,679,0,2,0,3.08,0,2,Bajo,0
17609,2026-05-03 06:40:00,6,6,Pago de servicios,105.47,917.67,3420.98,3315.51,0,0,22,1,0,68,0,1985,1,0,0,3.05,0,1,Bajo,0
17610,2026-05-03 06:50:00,6,6,Pago de servicios,59.0,189.57,2522.2,2463.2,1,0,132,0,0,69,0,1179,3,0,0,3.5,0,1,Bajo,0
17611,2026-05-03 07:00:00,7,6,Yape,414.99,572.77,6205.93,5790.94,0,0,123,0,1,21,1,2765,3,0,1,1.11,0,3,Medio,0
17612,2026-05-03 07:10:00,7,6,Yape,117.81,785.78,1765.01,1647.2,1,0,164,0,0,55,0,319,1,1,0,6.08,0,2,Bajo,0
17613,2026-05-03 07:20:00,7,6,Compra,843.79,864.75,3235.42,2391.63,0,0,15,0,1,18,0,2123,5,1,1,1.33,0,3,Medio,0
17614,2026-05-03 07:30:00,7,6,Yape,38.58,892.38,5815.28,5776.7,1,0,117,0,0,41,0,1942,3,0,1,3.33,0,1,Bajo,0
17615,2026-05-03 07:40:00,7,6,Compra,191.81,577.32,445.2,253.39,0,0,115,0,1,18,0,202,3,2,1,0.61,0,2,Bajo,0
17616,2026-05-03 07:50:00,7,6,Yape,266.28,276.77,4431.34,4165.06,0,0,52,0,0,58,0,1140,2,0,0,4.6,0,0,Bajo,0
17617,2026-05-03 08:00:00,8,6,Pago de servicios,399.44,243.06,3051.88,2652.44,0,0,179,0,0,72,0,123,3,0,0,11.61,1,4,Medio,0
17618,2026-05-03 08:10:00,8,6,Recarga,2108.2,475.65,2108.2,0.0,0,1,98,0,0,62,0,1106,3,2,1,0.21,0,5,Alto,1
17619,2026-05-03 08:20:00,8,6,Transferencia,34.24,647.79,1119.07,1084.83,1,0,102,0,0,30,0,2791,3,0,1,0.57,0,1,Bajo,0
17620,2026-05-03 08:30:00,8,6,Yape,114.71,868.58,3439.77,3325.06,0,0,15,0,0,43,0,1341,1,0,0,10.92,0,2,Bajo,0
17621,2026-05-03 08:40:00,8,6,Yape,1802.6,528.28,1802.6,0.0,0,0,151,0,0,55,0,545,8,0,2,0.49,1,8,Critico,1
17622,2026-05-03 08:50:00,8,6,Recarga,97.41,716.05,6729.08,6631.67,0,0,31,0,0,24,0,1726,1,0,1,16.83,0,1,Bajo,0
17623,2026-05-03 09:00:00,9,6,Transferencia,380.6,705.56,1344.44,963.84,0,0,53,0,0,77,0,743,4,3,3,0.31,0,1,Bajo,0
17624,2026-05-03 09:10:00,9,6,Transferencia,95.61,162.36,2256.1,2160.49,0,0,66,0,1,80,0,1445,4,3,0,2.79,0,2,Bajo,0
17625,2026-05-03 09:20:00,9,6,Pago de servicios,60.7,824.41,4065.86,4005.16,0,0,33,0,0,44,0,718,1,1,0,17.89,1,3,Medio,0
17626,2026-05-03 09:30:00,9,6,Pago de servicios,108.25,458.67,8092.29,7984.04,1,0,123,0,0,47,0,735,7,1,1,2.05,0,1,Bajo,0
17627,2026-05-03 09:40:00,9,6,Recarga,1768.03,104.05,5493.42,3725.39,0,1,104,0,0,60,0,514,9,1,0,1.73,0,5,Alto,1
17628,2026-05-03 09:50:00,9,6,Recarga,76.21,590.9,6670.22,6594.01,1,1,155,0,0,59,0,304,2,1,1,4.13,0,3,Medio,0
17629,2026-05-03 10:00:00,10,6,Recarga,181.6,911.8,3883.13,3701.53,0,0,26,0,0,34,0,2713,3,0,0,5.7,0,0,Bajo,0
17630,2026-05-03 10:10:00,10,6,Transferencia,189.69,771.38,3361.61,3171.92,0,0,5,1,0,73,0,2633,9,1,0,1.15,0,2,Bajo,0
17631,2026-05-03 10:20:00,10,6,Compra,611.76,164.07,7257.32,6645.56,0,0,58,1,0,19,0,1989,1,1,1,3.61,1,5,Alto,1
17632,2026-05-03 10:30:00,10,6,Pago de servicios,756.64,809.77,3807.26,3050.62,0,0,173,0,1,24,0,2197,2,0,3,6.05,1,6,Alto,1
17633,2026-05-03 10:40:00,10,6,Pago de servicios,272.53,93.24,6357.16,6084.63,1,0,171,1,0,28,0,1114,5,0,1,2.27,0,3,Medio,0
17634,2026-05-03 10:50:00,10,6,Recarga,10.08,596.35,5836.4,5826.32,1,0,48,0,0,52,0,1840,3,1,0,4.14,0,1,Bajo,0
17635,2026-05-03 11:00:00,11,6,Pago de servicios,100.56,159.28,9784.08,9683.52,0,1,177,0,0,53,0,2662,2,2,0,1.19,0,2,Bajo,0
17636,2026-05-03 11:10:00,11,6,Pago de servicios,73.85,622.17,2600.46,2526.61,0,0,103,0,0,25,0,1205,2,1,0,3.8,0,0,Bajo,0
17637,2026-05-03 11:20:00,11,6,Yape,779.52,195.27,779.52,0.0,0,0,112,0,0,34,0,240,2,1,0,1.78,0,2,Bajo,0
17638,2026-05-03 11:30:00,11,6,Yape,97.41,899.06,5234.89,5137.48,1,0,48,0,0,80,0,540,7,0,0,0.12,0,1,Bajo,0
17639,2026-05-03 11:40:00,11,6,Pago de servicios,1317.5,669.46,2499.13,1181.63,0,0,71,0,0,43,0,2368,7,1,0,5.55,0,0,Bajo,0
17640,2026-05-03 11:50:00,11,6,Compra,368.04,467.5,9671.93,9303.89,1,0,137,0,0,48,0,107,1,0,0,0.99,1,3,Medio,0
17641,2026-05-03 12:00:00,12,6,Yape,761.13,911.88,7215.9,6454.77,0,0,84,0,0,71,0,1352,5,2,0,0.57,0,0,Bajo,0
17642,2026-05-03 12:10:00,12,6,Pago de servicios,2335.01,214.18,2761.71,426.7,1,0,168,0,0,28,0,993,1,0,1,0.43,0,6,Alto,1
17643,2026-05-03 12:20:00,12,6,Yape,95.22,884.26,5951.38,5856.16,1,0,124,0,0,47,0,2199,3,2,1,2.28,0,1,Bajo,0
17644,2026-05-03 12:30:00,12,6,Yape,48.43,157.64,1550.82,1502.39,0,0,165,0,0,70,0,1992,6,0,0,0.63,0,1,Bajo,0
17645,2026-05-03 12:40:00,12,6,Transferencia,295.01,783.58,8662.85,8367.84,1,1,6,1,0,49,0,1971,3,1,1,7.75,0,4,Medio,0
17646,2026-05-03 12:50:00,12,6,Transferencia,635.29,185.63,3330.57,2695.28,1,0,115,0,0,34,0,2683,3,1,0,3.55,0,3,Medio,0
17647,2026-05-03 13:00:00,13,6,Yape,125.85,196.0,9223.95,9098.1,1,0,53,0,0,68,0,1122,5,1,1,1.82,0,1,Bajo,0
17648,2026-05-03 13:10:00,13,6,Compra,253.76,868.54,3863.08,3609.32,0,0,40,0,0,19,0,2217,1,1,0,16.89,0,1,Bajo,0
17649,2026-05-03 13:20:00,13,6,Yape,826.37,475.38,826.37,0.0,0,0,139,0,0,19,1,2708,7,1,0,7.37,0,1,Bajo,0
17650,2026-05-03 13:30:00,13,6,Transferencia,748.49,291.87,3234.29,2485.8,0,1,146,0,0,77,0,628,3,0,1,1.75,0,1,Bajo,0
17651,2026-05-03 13:40:00,13,6,Yape,136.76,675.71,7730.99,7594.23,0,0,106,0,0,41,0,1514,4,1,2,2.58,0,1,Bajo,0
17652,2026-05-03 13:50:00,13,6,Yape,320.97,868.54,6216.53,5895.56,0,0,71,1,0,22,0,802,5,0,0,2.59,0,1,Bajo,0
17653,2026-05-03 14:00:00,14,6,Recarga,95.99,444.84,7923.62,7827.63,0,0,112,0,0,53,0,1319,7,0,1,13.01,0,1,Bajo,0
17654,2026-05-03 14:10:00,14,6,Compra,57.4,321.58,6743.66,6686.26,0,0,66,0,0,64,1,488,4,0,0,26.57,0,2,Bajo,0
17655,2026-05-03 14:20:00,14,6,Yape,951.67,312.73,6228.92,5277.25,1,0,120,0,0,58,0,201,2,0,0,9.7,0,3,Medio,0
17656,2026-05-03 14:30:00,14,6,Compra,28.99,698.36,2594.01,2565.02,0,0,26,0,0,50,0,2138,1,0,0,11.06,0,1,Bajo,0
17657,2026-05-03 14:40:00,14,6,Yape,296.19,721.58,6239.59,5943.4,0,0,96,0,1,52,0,2242,9,1,2,1.45,1,5,Alto,1
17658,2026-05-03 14:50:00,14,6,Transferencia,168.97,917.72,9372.25,9203.28,1,0,48,0,0,19,0,634,3,0,0,2.12,0,1,Bajo,0
17659,2026-05-03 15:00:00,15,6,Yape,423.59,70.05,7452.75,7029.16,0,0,134,0,0,18,0,2529,3,0,1,5.63,0,2,Bajo,0
17660,2026-05-03 15:10:00,15,6,Transferencia,123.35,180.25,1535.98,1412.63,1,0,69,0,0,69,0,1249,3,1,0,1.97,0,1,Bajo,0
17661,2026-05-03 15:20:00,15,6,Pago de servicios,766.33,610.1,4671.35,3905.02,1,0,71,0,1,19,0,671,5,0,1,9.62,0,3,Medio,0
17662,2026-05-03 15:30:00,15,6,Pago de servicios,195.93,329.0,8167.76,7971.83,0,0,88,1,0,51,0,1176,0,1,0,0.85,0,1,Bajo,0
17663,2026-05-03 15:40:00,15,6,Transferencia,1044.66,477.52,1044.66,0.0,1,0,57,1,0,18,0,330,4,2,3,0.98,0,3,Medio,0
17664,2026-05-03 15:50:00,15,6,Transferencia,304.56,930.76,1144.98,840.42,1,0,53,0,0,67,1,197,2,1,0,0.94,1,4,Medio,0
17665,2026-05-03 16:00:00,16,6,Compra,85.64,141.79,1003.51,917.87,1,0,15,0,0,31,0,91,7,0,0,3.4,0,2,Bajo,0
17666,2026-05-03 16:10:00,16,6,Yape,420.97,665.87,3056.74,2635.77,1,0,17,0,0,18,1,13,5,0,1,1.87,0,3,Medio,0
17667,2026-05-03 16:20:00,16,6,Pago de servicios,371.52,813.94,5062.63,4691.11,0,0,28,1,0,44,0,426,1,0,0,3.84,0,1,Bajo,0
17668,2026-05-03 16:30:00,16,6,Pago de servicios,219.86,164.45,6089.57,5869.71,0,0,85,0,0,62,0,885,4,1,1,4.96,1,2,Bajo,0
17669,2026-05-03 16:40:00,16,6,Pago de servicios,115.77,664.27,3432.44,3316.67,0,1,38,0,1,22,0,686,1,0,0,3.52,0,3,Medio,0
17670,2026-05-03 16:50:00,16,6,Recarga,578.61,840.05,1565.05,986.44,1,0,165,0,0,57,0,2804,8,0,0,0.25,0,2,Bajo,0
17671,2026-05-03 17:00:00,17,6,Yape,93.2,246.4,2836.75,2743.55,0,0,60,0,0,35,0,1863,6,1,0,2.39,0,0,Bajo,0
17672,2026-05-03 17:10:00,17,6,Compra,103.54,178.15,1455.23,1351.69,0,0,32,1,0,25,0,663,3,1,0,0.04,0,1,Bajo,0
17673,2026-05-03 17:20:00,17,6,Compra,414.67,111.86,6439.06,6024.39,0,0,149,0,0,62,0,1369,6,0,0,2.41,0,2,Bajo,0
17674,2026-05-03 17:30:00,17,6,Yape,198.18,742.4,5486.66,5288.48,0,0,135,0,1,28,0,1549,1,1,0,3.99,0,2,Bajo,0
17675,2026-05-03 17:40:00,17,6,Recarga,34.3,443.26,1601.62,1567.32,0,0,66,0,0,25,0,1334,1,0,1,3.41,0,0,Bajo,0
17676,2026-05-03 17:50:00,17,6,Recarga,93.51,524.42,4845.15,4751.64,1,0,139,0,0,38,0,792,4,0,0,11.07,0,2,Bajo,0
17677,2026-05-03 18:00:00,18,6,Compra,367.18,143.95,5731.65,5364.47,1,0,82,0,0,72,0,2547,1,1,1,3.64,0,1,Bajo,0
17678,2026-05-03 18:10:00,18,6,Yape,186.84,160.06,2744.41,2557.57,1,0,44,0,0,28,0,745,2,1,0,2.66,0,1,Bajo,0
17679,2026-05-03 18:20:00,18,6,Recarga,221.16,690.3,1831.08,1609.92,0,0,112,1,0,33,0,2673,4,1,0,15.46,0,2,Bajo,0
17680,2026-05-03 18:30:00,18,6,Yape,318.0,441.78,8449.84,8131.84,0,0,151,0,0,57,0,602,3,0,0,0.06,0,1,Bajo,0
17681,2026-05-03 18:40:00,18,6,Pago de servicios,386.18,848.35,3091.65,2705.47,0,1,99,1,0,36,0,2891,5,1,3,12.54,0,4,Medio,0
17682,2026-05-03 18:50:00,18,6,Compra,274.82,797.73,4173.84,3899.02,1,1,46,1,0,71,0,2403,5,0,2,7.85,0,4,Medio,0
17683,2026-05-03 19:00:00,19,6,Compra,8.78,796.35,9955.88,9947.1,1,0,104,0,0,76,0,835,6,1,0,1.25,0,1,Bajo,0
17684,2026-05-03 19:10:00,19,6,Yape,231.55,867.64,4468.87,4237.32,1,1,128,0,0,65,0,1360,3,2,1,15.13,0,3,Medio,0
17685,2026-05-03 19:20:00,19,6,Recarga,146.01,855.03,3806.79,3660.78,0,0,81,0,0,24,1,1324,2,0,1,0.38,0,1,Bajo,0
17686,2026-05-03 19:30:00,19,6,Transferencia,252.3,565.91,3327.2,3074.9,1,0,94,0,0,76,1,1897,6,1,0,0.39,0,2,Bajo,0
17687,2026-05-03 19:40:00,19,6,Yape,711.73,323.01,2271.36,1559.63,1,0,174,1,0,23,0,1645,0,0,1,19.74,0,4,Medio,0
17688,2026-05-03 19:50:00,19,6,Transferencia,83.73,584.78,6409.97,6326.24,0,1,154,0,1,54,0,2193,3,1,0,1.29,0,4,Medio,0
17689,2026-05-03 20:00:00,20,6,Compra,262.5,274.8,7409.83,7147.33,0,0,133,1,0,64,0,953,2,1,0,0.19,0,1,Bajo,0
17690,2026-05-03 20:10:00,20,6,Compra,394.27,232.27,2013.88,1619.61,1,1,96,0,0,54,0,996,4,2,1,7.81,0,2,Bajo,0
17691,2026-05-03 20:20:00,20,6,Yape,179.55,530.84,5693.52,5513.97,0,0,121,0,0,23,0,1107,5,0,0,9.23,0,0,Bajo,0
17692,2026-05-03 20:30:00,20,6,Yape,66.08,641.76,7273.93,7207.85,0,0,69,0,0,23,0,2812,5,1,0,3.63,0,0,Bajo,0
17693,2026-05-03 20:40:00,20,6,Transferencia,73.41,478.44,5825.49,5752.08,1,0,32,0,0,64,0,428,3,0,0,0.48,0,1,Bajo,0
17694,2026-05-03 20:50:00,20,6,Yape,236.38,816.01,9422.95,9186.57,0,0,15,1,0,23,1,1087,3,1,0,3.08,0,3,Medio,0
17695,2026-05-03 21:00:00,21,6,Yape,131.58,604.97,5675.57,5543.99,0,1,87,0,0,69,0,642,6,1,0,2.87,0,1,Bajo,0
17696,2026-05-03 21:10:00,21,6,Recarga,35.59,979.03,1234.93,1199.34,0,0,151,0,0,49,0,2185,8,1,1,2.18,0,1,Bajo,0
17697,2026-05-03 21:20:00,21,6,Yape,110.15,211.56,9685.07,9574.92,0,0,63,0,0,47,0,1852,5,0,0,1.76,0,0,Bajo,0
17698,2026-05-03 21:30:00,21,6,Compra,66.65,346.61,7407.89,7341.24,0,0,177,0,1,35,0,1897,7,1,0,4.18,0,3,Medio,0
17699,2026-05-03 21:40:00,21,6,Recarga,517.18,117.14,7846.01,7328.83,0,0,106,0,0,74,0,88,3,1,0,0.11,0,2,Bajo,0
17700,2026-05-03 21:50:00,21,6,Transferencia,55.46,524.28,5402.56,5347.1,0,0,158,0,0,18,1,500,2,0,0,5.91,0,2,Bajo,0
17701,2026-05-03 22:00:00,22,6,Compra,1012.72,97.46,3120.02,2107.3,0,0,110,0,0,71,0,259,7,1,0,0.16,0,2,Bajo,0
17702,2026-05-03 22:10:00,22,6,Yape,2121.16,668.62,9751.11,7629.95,1,0,112,0,0,61,0,1067,7,2,0,1.25,1,7,Critico,1
17703,2026-05-03 22:20:00,22,6,Yape,116.68,287.2,7874.9,7758.22,0,0,27,0,0,37,0,2374,3,3,1,0.41,0,0,Bajo,0
17704,2026-05-03 22:30:00,22,6,Compra,132.45,767.47,1468.37,1335.92,0,0,149,0,0,28,0,418,5,1,1,0.22,0,0,Bajo,0
17705,2026-05-03 22:40:00,22,6,Pago de servicios,628.77,87.8,3593.63,2964.86,1,0,25,0,0,49,1,941,6,1,0,3.6,0,4,Medio,0
17706,2026-05-03 22:50:00,22,6,Transferencia,723.43,369.95,8988.49,8265.06,1,0,163,0,0,56,0,94,2,4,0,4.21,0,2,Bajo,0
17707,2026-05-03 23:00:00,23,6,Compra,149.54,934.49,5979.41,5829.87,1,0,109,1,0,54,1,2200,3,1,0,3.27,0,3,Medio,0
17708,2026-05-03 23:10:00,23,6,Yape,157.63,115.45,1210.1,1052.47,0,0,36,0,0,57,0,412,4,1,0,4.29,0,0,Bajo,0
17709,2026-05-03 23:20:00,23,6,Transferencia,158.92,881.66,1162.01,1003.09,1,1,147,0,0,79,0,2254,4,3,0,0.15,0,2,Bajo,0
17710,2026-05-03 23:30:00,23,6,Yape,104.41,364.07,1294.46,1190.05,0,0,145,0,0,53,0,1588,5,3,0,9.22,0,0,Bajo,0
17711,2026-05-03 23:40:00,23,6,Yape,608.81,86.05,608.81,0.0,0,0,128,1,0,46,0,1388,5,0,1,6.57,0,3,Medio,0
17712,2026-05-03 23:50:00,23,6,Compra,285.84,905.31,5415.25,5129.41,0,0,121,0,0,32,0,2167,7,2,0,4.87,0,0,Bajo,0
17713,2026-05-04 00:00:00,0,0,Transferencia,118.47,457.6,6802.59,6684.12,0,0,120,0,0,57,0,1547,7,1,0,4.47,0,0,Bajo,0
17714,2026-05-04 00:10:00,0,0,Pago de servicios,261.02,462.74,4510.3,4249.28,1,0,66,0,0,43,0,2264,1,1,0,5.31,0,1,Bajo,0
17715,2026-05-04 00:20:00,0,0,Yape,167.62,704.43,4932.24,4764.62,0,0,120,0,1,18,0,2489,4,0,0,19.62,0,3,Medio,0
17716,2026-05-04 00:30:00,0,0,Yape,2991.38,495.12,2991.38,0.0,0,1,20,0,0,22,0,353,3,0,0,7.31,0,5,Alto,1
